@relation LongParameterList

@attribute NOP_method numeric
@attribute CC_method numeric
@attribute ATFD_method numeric
@attribute FDP_method numeric
@attribute CM_method numeric
@attribute MAXNESTING_method numeric
@attribute LOC_method numeric
@attribute CYCLO_method numeric
@attribute NMCS_method numeric
@attribute NOLV_method numeric
@attribute MaMCL_method numeric
@attribute NOAV_method numeric
@attribute LAA_method numeric
@attribute FANOUT_method numeric
@attribute CFNAMM_method numeric
@attribute ATLD_method numeric
@attribute CINT_method numeric
@attribute MeMCL_method numeric
@attribute CDISP_method numeric
@attribute NOII_type numeric
@attribute NOAM_type numeric
@attribute NOCS_type numeric
@attribute NOM_type numeric
@attribute NMO_type numeric
@attribute ATFD_type numeric
@attribute FANOUT_type numeric
@attribute NOMNAMM_type numeric
@attribute NOA_type numeric
@attribute NIM_type numeric
@attribute DIT_type numeric
@attribute LOC_type numeric
@attribute LOCNAMM_type numeric
@attribute CFNAMM_type numeric
@attribute TCC_type numeric
@attribute NOPA_type numeric
@attribute CBO_type numeric
@attribute RFC_type numeric
@attribute NOC_type numeric
@attribute WMC_type numeric
@attribute LCOM5_type numeric
@attribute WOC_type numeric
@attribute WMCNAMM_type numeric
@attribute AMW_type numeric
@attribute AMWNAMM_type numeric
@attribute NOCS_package numeric
@attribute NOMNAMM_package numeric
@attribute NOI_package numeric
@attribute LOC_package numeric
@attribute NOM_package numeric
@attribute NOPK_project numeric
@attribute NOCS_project numeric
@attribute NOI_project numeric
@attribute NOM_project numeric
@attribute NOMNAMM_project numeric
@attribute LOC_project numeric
@attribute is_long_parameters_list {FALSE,TRUE}

@data
3,1,0,0,1,1,8,1,0,3,0,3,0,0,1,0,0,0,0,1,3,0,16,2,11,4,13,0,111,2,214,177,210,0,0,43,195,0,27,0,0.666667,23,1.6875,1.769231,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
3,1,0,0,1,1,11,1,0,3,0,9,1,0,4,6,0,0,0,1,5,0,16,1,22,9,11,7,0,1,214,184,805,0.384615,0,18,52,1,28,0.866667,0.5,23,1.75,2.090909,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
3,0,1,1,0,2,20,4,0,4,0,4,0,1,4,0,2,0,0.5,0,0,0,5,1,1,1,5,1,2,2,71,71,34,0,0,5,11,0,11,1,1,11,2.2,2.2,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
3,1,0,0,1,1,6,2,0,4,0,5,0,0,0,0,0,0,0,0,0,1,45,0,2,6,45,16,0,1,930,930,1002,0.127907,13,5,61,0,97,0.982955,0.74,97,2.155556,2.155556,96,756,11,17329,801,66,1571,291,17113,11938,260912,FALSE
3,0,4,2,0,3,25,4,0,4,0,8,0,4,16,0,10,0,0.4,0,0,0,143,0,61,112,143,8,0,1,3849,3849,129220,0.00374,0,143,685,0,478,0.985915,1,478,3.342657,3.342657,96,756,11,17329,801,66,1571,291,17113,11938,260912,FALSE
3,0,0,0,0,3,33,4,0,8,0,12,1,0,0,4,0,0,0,1,0,0,19,0,8,8,19,36,0,1,815,815,322,0.054945,0,9,36,0,115,0.969136,1,115,6.052632,6.052632,96,756,11,17329,801,66,1571,291,17113,11938,260912,FALSE
3,0,4,2,0,1,7,1,0,6,0,10,0,2,2,0,2,0,1,0,0,0,1,0,4,2,1,0,11,2,12,12,4,1,0,3,3,0,1,0,1,1,1,1,134,386,2,12585,409,66,1571,291,17113,11938,260912,FALSE
3,0,0,0,0,2,16,3,0,5,0,5,0,1,2,0,1,0,1,0,0,0,13,0,5,4,13,4,8,2,216,216,170,0.060606,1,12,80,0,25,0.9375,0.888889,25,1.923077,1.923077,134,386,2,12585,409,66,1571,291,17113,11938,260912,FALSE
4,1,3,1,1,1,6,1,0,4,0,8,0,2,2,0,5,0,0.4,0,7,0,14,0,0,4,7,9,0,1,124,82,112,0.036364,0,7,27,0,14,0.982906,0.461538,7,1,1,70,686,5,18923,1266,66,1571,291,17113,11938,260912,FALSE
3,1,0,0,1,1,11,1,0,4,0,4,0,2,4,0,2,0,1,0,0,0,25,0,1,4,25,0,0,1,545,545,1728,0,0,6,41,0,25,0,1,25,1,1,48,1247,93,18514,1653,66,1571,291,17113,11938,260912,FALSE
3,0,3,2,0,2,36,2,0,7,0,12,0.4,6,15,2,9,0,0.666667,0,2,1,8,0,8,20,6,3,80,3,295,277,560,0,1,84,264,0,28,1,0,26,3.5,4.333333,21,130,4,3603,140,66,1571,291,17113,11938,260912,FALSE
3,0,2,2,0,2,39,6,0,9,0,19,0.777778,3,3,7,4,0,0.75,0,8,4,47,1,50,39,39,20,79,3,1913,1812,4405,0.154655,1,82,279,0,240,0.959783,0.75,227,5.106383,5.820513,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
5,3,0,0,3,1,14,1,0,5,0,10,1,0,0,5,0,0,0,0,16,0,20,-1,2,2,4,12,-1,1,169,60,16,0.093567,3,6,23,3,23,0.964912,-1,5,1.15,1.25,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
4,0,2,1,0,4,29,7,0,8,0,13,0.6,7,18,3,11,0,0.636364,0,8,1,27,0,21,18,19,16,0,1,925,683,3010,0.27451,0,18,93,0,139,0.913462,0.6,91,5.148148,4.789474,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
3,0,0,0,0,4,4,1,0,3,0,2,0,1,2,0,1,0,1,1,0,0,3,0,0,1,3,0,0,1,17,17,8,0,0,1,4,-1,3,0,-1,3,1,1,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
5,0,2,1,0,4,99,13,0,12,0,14,0,4,16,0,8,0,0.5,0,0,0,9,1,13,19,9,1,4,3,472,472,559,0,0,30,63,0,73,1,1,73,8.111111,8.111111,19,97,0,2553,103,66,1571,291,17113,11938,260912,TRUE
3,1,0,0,1,2,17,3,0,4,0,4,0,2,4,0,2,0,1,1,40,1,97,2,42,32,57,40,61,3,1622,1230,8741,0.104241,13,55,247,0,229,0.969792,0.376623,182,2.360825,3.192982,12,88,0,2918,201,66,1571,291,17113,11938,260912,FALSE
4,0,26,5,0,2,55,5,0,4,0,30,0.037037,6,64,1,34,0,0.176471,1,0,0,9,0,57,18,9,15,0,1,273,273,1324,1,15,21,92,0,22,1,0.0625,22,2.444444,2.444444,21,154,3,3573,263,66,1571,291,17113,11938,260912,FALSE
11,0,0,0,0,2,46,10,0,12,0,11,0,1,2,0,1,0,1,0,0,0,143,0,61,112,143,8,0,1,3849,3849,129220,0.00374,0,143,685,0,478,0.985915,1,478,3.342657,3.342657,96,756,11,17329,801,66,1571,291,17113,11938,260912,TRUE
16,16,0,0,16,1,37,1,0,16,0,24,0,3,12,0,12,0,0.25,0,0,0,5,0,0,4,5,0,0,1,174,174,322,0,0,4,42,0,21,0,1,21,4.2,4.2,96,756,11,17329,801,66,1571,291,17113,11938,260912,TRUE
8,1,0,0,1,1,22,1,0,8,0,8,0,1,2,0,1,0,1,0,2,0,10,2,0,1,8,10,0,1,155,142,66,0.733333,0,2,13,0,12,0.766667,0.6,10,1.2,1.25,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,1,0,0,1,1,21,1,0,7,0,7,0,0,0,0,0,0,0,0,2,0,10,2,0,1,8,10,0,1,155,142,66,0.733333,0,2,13,0,12,0.766667,0.6,10,1.2,1.25,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,0,3,3,0,4,173,15,0,15,0,44,0.642857,10,16,9,10,0,1,0,8,4,38,1,50,39,30,22,79,3,1735,1564,2873,0.238636,1,84,276,0,222,0.936118,0.5,194,5.842105,6.466667,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,0,0,0,0,1,13,1,0,8,0,8,0,1,2,0,1,0,1,0,8,4,38,1,50,39,30,22,79,3,1735,1564,2873,0.238636,1,84,276,0,222,0.936118,0.5,194,5.842105,6.466667,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,1,0,0,1,1,21,1,0,7,0,7,0,0,0,0,0,0,0,0,2,0,11,2,0,1,9,10,0,1,162,149,68,0.619048,0,2,14,0,13,0.79,0.8,11,1.181818,1.222222,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,0,0,0,0,2,22,2,0,7,0,7,0,1,2,0,1,0,1,0,1,1,35,0,50,35,34,16,47,2,1533,1524,4783,0.358333,1,72,214,0,186,0.948529,0.666667,185,5.314286,5.441176,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,6,0,0,6,2,29,2,0,7,0,16,1,1,2,9,1,0,1,0,8,1,27,0,21,18,19,16,0,1,925,683,3010,0.27451,0,18,93,0,139,0.913462,0.6,91,5.148148,4.789474,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,0,0,0,0,2,29,2,0,7,0,15,1,1,2,8,1,0,1,0,8,1,27,0,21,18,19,16,0,1,925,683,3010,0.27451,0,18,93,0,139,0.913462,0.6,91,5.148148,4.789474,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
16,0,5,2,0,2,66,4,0,16,0,37,0.842105,1,2,16,1,0,1,0,0,0,6,0,11,3,6,19,0,1,336,336,38,0,1,6,10,0,25,0.789474,0.8,25,4.166667,4.166667,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
7,0,1,1,0,4,85,5,0,13,0,14,0,4,16,0,8,0,0.5,0,0,0,8,-1,1,5,8,0,-1,1,435,435,370,0,0,6,21,7,24,0,-1,24,3,3,9,37,0,1824,44,66,1571,291,17113,11938,260912,TRUE
7,0,1,1,0,4,85,5,0,13,0,14,0,4,16,0,8,0,0.5,0,0,0,8,-1,1,5,8,0,-1,1,435,435,370,0,0,6,21,7,24,0,-1,24,3,3,9,37,0,1824,44,66,1571,291,17113,11938,260912,TRUE
7,0,1,1,0,4,86,5,0,14,0,15,0,4,18,0,9,0,0.444444,0,0,0,8,-1,1,5,8,0,-1,1,435,435,370,0,0,6,21,7,24,0,-1,24,3,3,9,37,0,1824,44,66,1571,291,17113,11938,260912,TRUE
2,0,0,0,0,2,32,4,0,8,0,9,1,1,2,1,1,0,1,0,0,0,5,0,2,3,5,1,4,2,125,125,33,0,0,4,16,0,11,1,1,11,2.2,2.2,11,35,0,809,37,11,58,2,541,326,7842,FALSE
0,0,0,0,0,1,5,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,11,0,0,10,11,0,14,2,85,85,150,0,0,13,37,0,11,0,1,11,1,1,11,35,0,809,37,11,58,2,541,326,7842,FALSE
2,0,0,0,0,1,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,15,3,17,17,0,1,0,0,4,0,4,0,1,4,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
0,1,2,2,1,2,6,2,0,0,0,2,0,2,2,0,2,0,1,0,1,0,27,0,8,8,26,2,0,1,306,297,856,0,0,8,44,0,36,1.038462,0.962963,35,1.333333,1.346154,7,57,1,889,86,11,58,2,541,326,7842,FALSE
1,0,1,1,0,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,27,0,8,8,26,2,0,1,306,297,856,0,0,8,44,0,36,1.038462,0.962963,35,1.333333,1.346154,7,57,1,889,86,11,58,2,541,326,7842,FALSE
2,0,1,1,0,1,3,1,0,2,0,3,0,0,0,0,0,0,0,0,1,0,27,0,8,8,26,2,0,1,306,297,856,0,0,8,44,0,36,1.038462,0.962963,35,1.333333,1.346154,7,57,1,889,86,11,58,2,541,326,7842,FALSE
0,2,0,0,2,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,6,0,0,0,2,2,0,1,52,16,0,0.333333,0,1,6,0,6,0.8,0.333333,2,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
1,0,0,0,0,1,5,1,0,1,0,4,1,0,0,3,0,0,0,0,6,0,12,1,0,0,6,3,0,1,112,58,0,0.194444,0,1,12,0,12,0.848485,0.5,6,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
0,1,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,1,0,0,6,3,0,1,112,58,0,0.194444,0,1,12,0,12,0.848485,0.5,6,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
1,1,0,0,1,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,6,0,12,1,0,0,6,3,0,1,112,58,0,0.194444,0,1,12,0,12,0.848485,0.5,6,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
1,0,0,0,0,1,4,1,0,1,0,2,1,0,0,1,0,0,0,0,4,0,8,0,0,0,4,8,0,1,151,113,0,0.6,0,0,8,0,16,0.928571,0.428571,12,2,3,10,60,1,1447,77,11,58,2,541,326,7842,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,12,0,19,2,2,2,7,6,30,3,198,84,257,0.169118,0,9,57,0,28,0.87037,0.333333,16,1.473684,2.285714,4,18,0,306,34,11,58,2,541,326,7842,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,12,0,19,2,2,2,7,6,30,3,198,84,257,0.169118,0,9,57,0,28,0.87037,0.333333,16,1.473684,2.285714,4,18,0,306,34,11,58,2,541,326,7842,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,23,0,0,0,22,4,0,1,307,295,0,0.128571,0,0,23,0,33,0.875,0.954545,32,1.434783,1.454545,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
1,0,0,0,0,1,4,1,0,1,0,2,1,0,0,1,0,0,0,0,16,0,24,1,0,2,8,10,0,1,309,157,88,0.119048,0,2,26,0,46,0.926087,0.333333,30,1.916667,3.75,6,33,0,790,64,11,58,2,541,326,7842,FALSE
4,0,0,0,0,1,6,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,3,5,1,4,2,125,125,33,0,0,4,16,0,11,1,1,11,2.2,2.2,11,35,0,809,37,11,58,2,541,326,7842,TRUE
4,0,0,0,0,1,7,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,4,2,48,48,0,0,0,1,10,0,8,1,1,8,4,4,11,35,0,809,37,11,58,2,541,326,7842,TRUE
4,0,0,0,0,1,7,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,4,2,64,64,0,0,0,1,10,0,12,1,1,12,6,6,11,35,0,809,37,11,58,2,541,326,7842,TRUE
4,0,0,0,0,1,7,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,4,2,33,33,5,0,0,2,10,0,4,1,1,4,2,2,11,35,0,809,37,11,58,2,541,326,7842,TRUE
4,0,0,0,0,1,7,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,4,2,35,35,5,0,0,2,10,0,4,1,1,4,2,2,11,35,0,809,37,11,58,2,541,326,7842,TRUE
4,0,0,0,0,1,7,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,4,2,34,34,5,0,0,2,10,0,4,1,1,4,2,2,11,35,0,809,37,11,58,2,541,326,7842,TRUE
4,2,0,0,2,4,48,14,0,5,0,5,0,2,10,0,5,0,0.4,0,0,0,12,-1,9,3,12,1,-1,1,321,321,262,0,0,4,19,3,42,1.090909,-1,42,3.5,3.5,4,29,0,613,30,11,58,2,541,326,7842,FALSE
3,1,7,2,2,4,83,15,0,4,0,11,0,2,10,0,5,0,0.4,0,0,0,12,-1,9,3,12,1,-1,1,321,321,262,0,0,4,19,3,42,1.090909,-1,42,3.5,3.5,4,29,0,613,30,11,58,2,541,326,7842,FALSE
3,1,0,0,1,1,4,1,0,3,0,4,1,0,1,1,0,0,0,0,4,0,13,1,2,1,9,1,10,2,115,79,101,0.714286,0,4,31,0,13,0.583333,0.692308,9,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
4,0,0,0,0,1,4,1,0,4,0,5,1,1,3,1,1,0,1,0,4,0,13,1,2,1,9,1,10,2,115,79,101,0.714286,0,4,31,0,13,0.583333,0.692308,9,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
3,0,0,0,0,1,5,1,0,3,0,6,1,0,0,3,0,0,0,0,6,0,12,1,0,0,6,3,0,1,112,58,0,0.194444,0,1,12,0,12,0.848485,0.5,6,1,1,7,57,1,889,86,11,58,2,541,326,7842,FALSE
5,1,4,1,2,1,17,5,0,5,0,9,0,1,2,0,1,0,1,0,2,0,17,0,14,7,15,2,0,1,203,193,306,0,0,7,31,0,36,1.0625,0.818182,34,2.117647,2.266667,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
5,1,4,1,1,2,20,3,0,7,0,15,0,3,4,0,6,0,0.5,0,2,0,17,0,14,7,15,2,0,1,203,193,306,0,0,7,31,0,36,1.0625,0.818182,34,2.117647,2.266667,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
5,0,0,0,0,1,6,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
5,0,2,1,0,1,9,1,0,6,0,8,0,1,0,0,2,0,0.5,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
6,0,2,1,0,1,9,1,0,7,0,9,0,1,0,0,2,0,0.5,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
4,0,0,0,0,1,7,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,FALSE
5,0,0,0,0,1,7,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
3,0,0,0,0,1,7,1,0,3,0,6,1,0,0,3,0,0,0,0,3,0,4,0,0,0,1,3,10,-1,533,506,0,0,0,0,4,0,4,1,0,1,1,1,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
3,0,0,0,0,1,6,1,0,3,0,6,1,0,0,3,0,0,0,0,4,0,13,0,0,0,9,4,10,-1,372,336,0,0,0,1,13,0,13,1,0.2,9,1,1,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
3,0,0,0,0,1,6,1,0,3,0,6,1,0,0,3,0,0,0,0,4,0,13,0,0,0,9,4,10,-1,372,336,0,0,0,1,13,0,13,1,0.2,9,1,1,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
7,0,9,2,0,5,176,23,0,18,0,32,0.1,3,6,1,7,0,0.428571,0,0,0,18,0,13,5,18,1,0,1,538,538,104,0,0,6,31,0,45,1,1,45,2.5,2.5,10,60,1,1447,77,11,58,2,541,326,7842,TRUE
8,0,0,0,0,1,13,1,0,8,0,16,1,0,0,8,0,0,0,0,16,0,24,1,0,2,8,10,0,1,309,157,88,0.119048,0,2,26,0,46,0.926087,0.333333,30,1.916667,3.75,6,33,0,790,64,11,58,2,541,326,7842,TRUE
2,7,0,0,9,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,8,-1,0,0,8,0,-1,-1,87,87,0,0,0,0,8,0,8,0,0,8,1,1,39,564,12,9554,584,69,960,103,11810,10192,247421,FALSE
1,0,0,0,0,1,5,1,0,1,0,2,1,1,2,1,1,0,1,2,2,0,10,0,0,4,8,1,16,2,187,161,100,0.357143,0,5,16,0,17,0.555556,0.8,14,1.7,1.75,39,564,12,9554,584,69,960,103,11810,10192,247421,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,1,2,1,1,0,1,4,3,0,36,3,4,5,33,5,18,5,580,542,1609,0.354167,0,14,93,0,73,0.76,0.911765,70,2.027778,2.121212,39,564,12,9554,584,69,960,103,11810,10192,247421,FALSE
0,1,0,0,1,1,3,1,0,0,0,1,1,0,0,1,0,0,0,3,12,0,31,3,1,4,19,18,6,2,583,409,144,0.177249,5,10,49,1,58,0.925926,0.5,39,1.870968,2.052632,15,179,3,4573,226,69,960,103,11810,10192,247421,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,3,8,0,23,4,1,4,15,14,32,3,452,349,363,0.310526,5,11,70,0,40,0.902597,0.5,30,1.73913,2,15,179,3,4573,226,69,960,103,11810,10192,247421,FALSE
1,0,0,0,0,1,5,1,0,1,0,3,1,0,0,2,0,0,0,2,0,0,9,0,0,0,9,4,0,1,170,170,0,0.5,0,0,9,0,23,0.78125,1,23,2.555556,2.555556,16,194,5,4257,218,69,960,103,11810,10192,247421,FALSE
1,0,0,0,0,2,6,2,0,1,0,2,1,0,0,1,0,0,0,4,32,1,93,1,69,40,61,32,0,1,1768,1286,2648,0.091635,0,49,217,0,237,0.935802,0.542857,173,2.548387,2.836066,22,415,4,12125,523,69,960,103,11810,10192,247421,FALSE
1,0,0,0,0,2,7,2,0,3,0,3,0,1,2,0,1,0,1,4,32,1,93,1,69,40,61,32,0,1,1768,1286,2648,0.091635,0,49,217,0,237,0.935802,0.542857,173,2.548387,2.836066,22,415,4,12125,523,69,960,103,11810,10192,247421,FALSE
2,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,64,0,132,-1,0,0,68,0,-1,-1,1726,868,0,0,0,15,132,0,132,0,0,68,1,1,28,387,2,14624,551,69,960,103,11810,10192,247421,FALSE
2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,63,0,134,-1,0,0,71,0,-1,-1,1644,859,0,0,0,16,134,0,134,0,0,71,1,1,42,502,2,18042,690,69,960,103,11810,10192,247421,FALSE
2,0,0,0,0,2,17,4,0,2,0,4,1,0,1,2,0,0,0,3,14,0,56,-1,10,22,42,14,-1,2,1678,1460,5860,0.072676,0,28,141,18,185,0.932468,-1,164,3.303571,3.904762,42,502,2,18042,690,69,960,103,11810,10192,247421,FALSE
1,0,0,0,0,2,7,2,0,1,0,2,1,0,1,1,0,0,0,2,8,0,24,3,6,18,16,9,60,2,587,414,1184,0.298246,0,32,134,0,68,0.830918,0.619048,46,2.833333,2.875,46,1076,5,33993,1556,69,960,103,11810,10192,247421,FALSE
0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,8,0,-1,-1,62,62,0,0,0,1,8,0,8,0,0,8,1,1,14,121,1,2198,142,69,960,103,11810,10192,247421,FALSE
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,4,7,0,22,3,0,4,15,7,6,2,370,257,471,0.346405,0,6,36,0,36,0.809524,0.65,25,1.636364,1.666667,14,201,4,5139,273,69,960,103,11810,10192,247421,FALSE
2,2,0,0,2,4,55,12,0,9,0,18,1,2,10,3,5,0,0.4,2,1,0,22,2,1,2,21,4,0,1,467,432,336,0.514286,0,2,31,0,63,0.666667,0.954545,58,2.863636,2.761905,16,197,8,3899,208,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,1,4,1,0,3,0,3,0,0,1,0,0,0,0,0,0,0,8,1,0,1,8,0,33,3,106,106,81,0,0,7,58,0,8,0,1,8,1,1,39,564,12,9554,584,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,1,7,1,0,3,0,3,0,0,1,0,0,0,0,3,0,0,4,2,0,3,4,2,11,3,89,89,82,0,1,6,29,0,8,1.333333,0.75,8,2,2,26,207,11,4046,208,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,2,12,2,0,5,0,5,0,0,2,0,0,0,0,3,0,0,10,3,0,4,10,4,8,2,212,212,126,0.428571,1,5,29,0,21,0.888889,0.9,21,2.1,2.1,26,207,11,4046,208,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,1,6,1,0,3,0,3,0,0,0,0,0,0,0,2,0,0,14,0,4,4,14,5,0,1,390,390,382,0.045455,0,5,27,0,46,0.953846,1,46,3.285714,3.285714,16,194,5,4257,218,69,960,103,11810,10192,247421,FALSE
5,0,0,0,0,1,4,1,0,5,0,5,0,0,0,0,0,0,0,2,0,0,11,0,0,0,11,4,0,1,180,180,0,0.833333,1,0,11,0,21,0.9,0.9,21,1.909091,1.909091,16,194,5,4257,218,69,960,103,11810,10192,247421,TRUE
4,0,0,0,0,1,7,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,27,-1,3,8,27,0,-1,1,656,656,588,0,0,12,42,0,45,0,-1,45,1.666667,1.666667,22,415,4,12125,523,69,960,103,11810,10192,247421,FALSE
3,0,1,1,0,1,6,1,0,3,0,4,0,1,2,0,1,0,1,0,0,0,27,-1,3,8,27,0,-1,1,656,656,588,0,0,12,42,0,45,0,-1,45,1.666667,1.666667,22,415,4,12125,523,69,960,103,11810,10192,247421,FALSE
4,1,0,0,1,0,2,1,0,4,0,0,0,0,0,0,0,0,0,1,64,0,132,-1,0,0,68,0,-1,-1,1726,868,0,0,0,15,132,0,132,0,0,68,1,1,28,387,2,14624,551,69,960,103,11810,10192,247421,FALSE
4,0,4,2,0,2,32,5,0,8,0,12,0,1,6,0,3,0,0.333333,4,15,0,57,-1,11,24,42,16,-1,2,1660,1404,6529,0.053896,0,30,152,8,174,0.947545,-1,151,3.052632,3.595238,28,387,2,14624,551,69,960,103,11810,10192,247421,FALSE
4,0,2,1,0,2,32,3,0,13,0,15,0,1,6,0,3,0,0.333333,2,3,0,16,7,2,9,13,7,272,4,573,527,632,0.346154,3,33,377,0,46,0.904762,0.647059,42,2.875,3.230769,28,387,2,14624,551,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,3,11,3,0,6,0,6,0,1,2,0,1,0,1,3,2,1,16,6,3,12,14,3,245,4,579,551,547,0.109091,0,34,360,0,58,0.844444,0.846154,56,3.625,4,42,502,2,18042,690,69,960,103,11810,10192,247421,FALSE
5,0,1,1,0,1,15,1,0,6,0,8,0,1,1,0,1,0,1,4,5,0,18,3,3,6,13,10,238,3,530,454,320,0.142857,3,32,348,0,61,0.964706,0.6,56,3.388889,4.307692,42,502,2,18042,690,69,960,103,11810,10192,247421,TRUE
3,0,0,0,0,2,11,2,0,4,0,5,1,1,2,1,1,0,1,2,102,0,191,-1,25,5,89,70,-1,1,3951,2220,3812,0.019058,8,7,208,4,396,0.984511,-1,243,2.073298,2.730337,13,174,2,5920,290,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,2,21,3,0,3,0,6,1,1,4,3,2,0,0.5,3,2,1,42,1,0,5,40,22,19,5,888,867,1353,0.165165,3,15,78,0,88,0.946785,0.871795,86,2.095238,2.15,26,480,1,9366,498,69,960,103,11810,10192,247421,FALSE
4,0,0,0,0,3,22,3,0,8,0,3,0,0,0,0,0,0,0,3,13,0,47,11,1,9,34,15,120,3,1132,928,3933,0.176923,0,23,223,0,129,0.904348,0.666667,108,2.744681,3.176471,48,640,2,19667,781,69,960,103,11810,10192,247421,FALSE
4,1,1,1,1,5,24,5,0,8,0,11,0.666667,2,8,2,4,0,0.5,7,68,0,213,7,19,27,145,59,56,2,4827,3636,34819,0.022382,8,46,373,2,576,0.98433,0.623762,447,2.704225,3.082759,46,1076,5,33993,1556,69,960,103,11810,10192,247421,FALSE
5,2,11,4,2,4,254,49,0,36,0,67,0.352941,7,25,6,18,0,0.388889,7,70,0,222,6,18,28,152,62,57,2,5381,4111,44777,0.022039,5,43,384,2,682,0.98336,0.637681,539,3.072072,3.546053,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
